TransactionID,CustomerID,Amount,LocationCity,TransactionDateTime,AccountBalanceAfter,MerchantID,MCC,AccountType
113,3,829.5659206982783,Giza,2024-12-23 20:00:37.500,1803.77,20,5411,DEBIT
114,3,630.349533798801,Luxor,2024-12-22 20:00:37.500,1338.53,21,5411,CREDIT_CARD
115,3,1264.5318139891117,Aswan,2024-12-21 20:00:37.500,1106.68,22,5411,DEBIT
116,3,1687.3991807233965,Cairo,2024-12-20 20:00:37.500,4081.07,23,5651,CREDIT_CARD
117,3,1241.7693051203682,Alexandria,2024-12-19 20:00:37.500,1932.19,25,5651,DEBIT
118,3,1181.733525299539,Giza,2024-12-18 20:00:37.500,746.29,26,5651,DEBIT
119,3,843.3860568475926,Luxor,2024-12-17 20:00:37.500,8160.99,27,5651,CREDIT_CARD
120,3,457.7333889833308,Aswan,2024-12-16 20:00:37.500,2338.53,28,5651,DEBIT
121,3,2223.982220392889,Cairo,2024-12-15 20:00:37.500,4541.89,30,5651,CREDIT_CARD
122,3,252.80492602658856,Alexandria,2024-12-14 20:00:37.503,7476.05,31,5651,DEBIT
123,3,767.711171965972,Giza,2024-12-13 20:00:37.503,8214.83,32,5651,CREDIT_CARD
124,3,1627.663155093991,Luxor,2024-12-12 20:00:37.503,1023.44,33,5651,CREDIT_CARD
125,3,166.62779609339225,Aswan,2024-12-11 20:00:37.503,6169.89,35,5651,DEBIT
126,3,907.7818274747258,Cairo,2024-12-10 20:00:37.503,7737.09,36,5732,DEBIT
127,3,22.80979684410991,Alexandria,2024-12-09 20:00:37.503,977.48,37,5732,CREDIT_CARD
128,3,1307.8235128953515,Giza,2024-12-08 20:00:37.503,9161.85,38,5732,DEBIT
129,3,2078.204257195039,Luxor,2024-12-07 20:00:37.503,5049.86,40,5732,DEBIT
130,3,2015.7649163524911,Aswan,2024-12-06 20:00:37.503,954.0,41,5732,DEBIT
131,3,141.65765347780257,Cairo,2024-12-05 20:00:37.503,4728.99,42,5732,CREDIT_CARD
132,3,1001.0633017764349,Alexandria,2024-12-04 20:00:37.503,9898.63,43,5732,CREDIT_CARD
133,3,1644.723632020228,Giza,2024-12-03 20:00:37.503,8819.09,45,5732,CREDIT_CARD
134,3,2202.273182088842,Luxor,2024-12-02 20:00:37.503,3916.3,46,5732,CREDIT_CARD
135,3,391.5562633115141,Aswan,2024-12-01 20:00:37.507,2668.84,47,5732,CREDIT_CARD
136,3,1509.940125061933,Cairo,2024-11-30 20:00:37.507,2133.66,48,5912,CREDIT_CARD
137,3,709.012945162036,Alexandria,2024-11-29 20:00:37.507,742.52,50,5912,CREDIT_CARD
138,3,1357.9963219219603,Giza,2024-11-28 20:00:37.507,8960.39,51,5912,CREDIT_CARD
139,3,845.1533944610488,Luxor,2024-11-27 20:00:37.507,1600.67,52,5912,CREDIT_CARD
140,3,1024.9680715209545,Aswan,2024-11-26 20:00:37.507,3459.99,53,5912,DEBIT
141,3,268.4227743961271,Cairo,2024-11-25 20:00:37.507,409.58,55,5912,CREDIT_CARD
142,3,1370.7303953478404,Alexandria,2024-11-24 20:00:37.507,2121.11,56,5912,DEBIT
143,3,6.6514688131305455,Giza,2024-11-23 20:00:37.507,6021.93,57,5912,DEBIT
144,3,1190.3880703640605,Luxor,2024-11-22 20:00:37.507,8837.48,58,5912,DEBIT
145,3,1089.6036565567097,Aswan,2024-11-21 20:00:37.507,9732.95,60,5912,CREDIT_CARD
146,3,1382.795840331385,Alexandria,2024-11-19 20:00:37.507,8658.54,0,5812,CREDIT_CARD
147,4,823.0445231786963,Giza,2025-01-07 20:00:37.507,7748.4,1,5812,CREDIT_CARD
148,4,1833.6521697182527,Luxor,2025-01-06 20:00:37.507,9028.19,2,5812,CREDIT_CARD
149,4,1997.8035456092032,Aswan,2025-01-05 20:00:37.507,3808.67,3,5812,DEBIT
150,4,1513.914035139708,Cairo,2025-01-04 20:00:37.507,6557.62,5,5812,CREDIT_CARD
151,4,616.3065538011972,Alexandria,2025-01-03 20:00:37.507,4690.4,6,5812,CREDIT_CARD
152,4,39.02102259536007,Giza,2025-01-02 20:00:37.507,7108.14,7,5812,CREDIT_CARD
153,4,1066.0960989995683,Luxor,2025-01-01 20:00:37.507,931.93,8,5812,CREDIT_CARD
154,4,1077.88038550855,Aswan,2024-12-31 20:00:37.510,9068.45,10,5812,CREDIT_CARD
155,4,1720.2353540129543,Cairo,2024-12-30 20:00:37.510,3229.52,11,5411,DEBIT
156,4,1529.5922263370478,Alexandria,2024-12-29 20:00:37.510,6415.67,12,5411,CREDIT_CARD
157,4,190.14388928332187,Giza,2024-12-28 20:00:37.510,6325.65,13,5411,DEBIT
158,4,602.5189492122312,Luxor,2024-12-27 20:00:37.510,4751.49,15,5411,CREDIT_CARD
159,4,1379.4194840875946,Aswan,2024-12-26 20:00:37.510,5710.05,16,5411,DEBIT
160,4,742.6290733288578,Cairo,2024-12-25 20:00:37.510,5491.08,17,5411,CREDIT_CARD
161,4,909.501898695131,Alexandria,2024-12-24 20:00:37.510,8890.45,18,5411,CREDIT_CARD
162,4,1626.4074602319258,Giza,2024-12-23 20:00:37.510,8180.94,20,5411,DEBIT
163,4,19.04224370078468,Luxor,2024-12-22 20:00:37.510,2072.53,21,5411,DEBIT
164,4,618.2324996505238,Aswan,2024-12-21 20:00:37.510,9128.1,22,5411,DEBIT
165,4,1162.6416352208505,Cairo,2024-12-20 20:00:37.510,461.85,23,5651,CREDIT_CARD
166,4,1161.7617269593377,Alexandria,2024-12-19 20:00:37.510,2161.73,25,5651,DEBIT
167,4,244.12478708472707,Giza,2024-12-18 20:00:37.510,7701.39,26,5651,CREDIT_CARD
168,4,338.4209397608359,Luxor,2024-12-17 20:00:37.510,620.24,27,5651,CREDIT_CARD
169,4,117.96929704797864,Aswan,2024-12-16 20:00:37.510,425.54,28,5651,DEBIT
170,4,1250.3147261852116,Cairo,2024-12-15 20:00:37.510,1157.24,30,5651,DEBIT
171,4,539.6066273778818,Alexandria,2024-12-14 20:00:37.510,5020.14,31,5651,CREDIT_CARD
172,4,1279.6041722278187,Giza,2024-12-13 20:00:37.510,9398.6,32,5651,CREDIT_CARD
173,4,1982.75008096554,Luxor,2024-12-12 20:00:37.510,7100.73,33,5651,DEBIT
174,4,1977.3074040107315,Aswan,2024-12-11 20:00:37.510,1694.03,35,5651,DEBIT
175,4,1036.5965201968395,Cairo,2024-12-10 20:00:37.513,611.31,36,5732,DEBIT
176,4,1861.7796861035508,Alexandria,2024-12-09 20:00:37.513,8106.05,37,5732,CREDIT_CARD
177,4,1528.880050741588,Giza,2024-12-08 20:00:37.513,4802.6,38,5732,CREDIT_CARD
178,4,1876.95689432122,Luxor,2024-12-07 20:00:37.513,8998.85,40,5732,CREDIT_CARD
179,4,1779.8613511582184,Aswan,2024-12-06 20:00:37.513,103.71,41,5732,CREDIT_CARD
180,4,2106.5114361571173,Cairo,2024-12-05 20:00:37.513,3307.94,42,5732,CREDIT_CARD
181,4,1380.4335130867223,Alexandria,2024-12-04 20:00:37.513,9527.04,43,5732,CREDIT_CARD
182,4,135.7706888792732,Giza,2024-12-03 20:00:37.513,4801.4,45,5732,DEBIT
183,4,932.8951661822362,Luxor,2024-12-02 20:00:37.513,4998.83,46,5732,CREDIT_CARD
184,4,715.6111416002695,Aswan,2024-12-01 20:00:37.513,1635.32,47,5732,CREDIT_CARD
185,4,662.7735707777069,Cairo,2024-11-30 20:00:37.513,4745.13,48,5912,CREDIT_CARD
186,4,136.1356785215323,Alexandria,2024-11-29 20:00:37.513,2895.36,50,5912,DEBIT
187,4,732.741256720072,Giza,2024-11-28 20:00:37.513,8206.05,51,5912,CREDIT_CARD
188,4,853.0225314126301,Luxor,2024-11-27 20:00:37.527,8847.35,52,5912,CREDIT_CARD
189,4,1264.2390802238515,Aswan,2024-11-26 20:00:37.530,6516.27,53,5912,DEBIT
190,4,1982.0234373937192,Cairo,2024-11-25 20:00:37.530,9791.0,55,5912,CREDIT_CARD
191,4,1618.9716598953707,Alexandria,2024-11-24 20:00:37.530,3554.98,56,5912,CREDIT_CARD
192,4,1485.6739126967366,Giza,2024-11-23 20:00:37.530,8310.33,57,5912,CREDIT_CARD
193,4,524.3494640355602,Luxor,2024-11-22 20:00:37.530,9074.7,58,5912,CREDIT_CARD
194,4,609.4970892357728,Aswan,2024-11-21 20:00:37.530,1689.83,60,5912,CREDIT_CARD
195,4,1433.1912926018538,Alexandria,2024-11-19 20:00:37.530,8744.11,0,5812,DEBIT
197,3,117.9363780356153,Mansoura,2024-07-19 19:34:48.000000,5125.96,12,5941,DEBIT
198,3,28.344096583677374,Tanta,2024-06-18 21:50:29.000000,9062.05,6,5812,DEBIT
199,2,662.9462419152283,Alexandria,2024-12-20 05:24:24.000000,2058.73,0,5912,CREDIT_CARD
200,4,1339.758847751561,Cairo,2024-12-31 01:55:05.000000,6947.82,2,5999,CREDIT_CARD
201,3,2075.2196323618523,Tanta,2024-04-30 01:32:21.000000,3646.86,7,5411,CREDIT_CARD
202,1,1348.707850122418,Giza,2024-06-18 14:48:51.000000,7919.86,23,5812,DEBIT
203,1,265.98567761272943,Tanta,2024-01-02 06:58:55.000000,4268.38,7,5812,CREDIT_CARD
204,4,2186.1853220700136,Luxor,2024-05-03 03:06:27.000000,1851.97,21,5941,CREDIT_CARD
205,2,892.3074457082691,Alexandria,2024-07-29 02:11:57.000000,5156.81,7,5941,DEBIT
206,1,846.801230221554,Mansoura,2024-07-03 01:40:57.000000,1657.85,17,5999,CREDIT_CARD
207,2,487.5494435680527,Mansoura,2024-06-05 02:50:53.000000,9967.42,21,5812,DEBIT
208,2,122.67267731503394,Luxor,2024-04-30 22:23:23.000000,6142.75,1,5812,DEBIT
209,3,1298.360687695685,Cairo,2024-05-05 08:06:56.000000,9559.81,6,5812,DEBIT
210,1,236.73087094152976,Cairo,2024-08-27 20:55:58.000000,8217.95,0,5912,CREDIT_CARD
211,3,2105.5829620599065,Giza,2024-02-21 01:40:55.000000,7185.42,16,5941,CREDIT_CARD
212,2,422.9687168165278,Mansoura,2024-06-11 14:32:27.000000,6616.12,6,5912,CREDIT_CARD
213,4,45.57669328836154,Luxor,2024-11-24 11:32:01.000000,2788.62,21,5999,CREDIT_CARD
214,2,718.1935156644149,Cairo,2024-03-21 20:56:21.000000,4559.95,0,5999,CREDIT_CARD
215,1,344.46224542720074,Fayoum,2024-10-04 17:31:24.000000,3588.04,20,5999,CREDIT_CARD
216,1,883.3576106956408,Cairo,2024-03-28 19:36:05.000000,3493.39,15,5999,CREDIT_CARD
217,4,2205.2997463252595,Mansoura,2024-09-26 09:22:02.000000,2501.96,22,5941,DEBIT
218,4,552.1363561688112,Alexandria,2024-01-03 07:38:09.000000,8431.65,6,5941,CREDIT_CARD
219,2,1294.6380475021283,Mansoura,2024-12-12 22:52:16.000000,8653.58,8,5912,DEBIT
220,2,708.7515713711643,Giza,2024-01-06 01:34:10.000000,4461.83,3,5812,CREDIT_CARD
221,0,1439.6552654497857,Fayoum,2024-09-29 02:46:26.000000,1767.99,11,5999,CREDIT_CARD
222,3,1499.333550781976,Mansoura,2024-04-19 07:40:44.000000,1869.48,18,5999,CREDIT_CARD
223,3,1744.2389380189045,Luxor,2024-05-10 04:15:34.000000,8761.27,16,5941,DEBIT
224,3,113.13722916053686,Alexandria,2024-12-04 05:58:13.000000,4736.01,22,5411,DEBIT
225,2,162.5582508606348,Luxor,2024-08-26 10:13:54.000000,2810.54,11,5941,DEBIT
226,0,1815.1301192863743,Aswan,2024-01-25 17:18:21.000000,2619.39,18,5411,DEBIT
227,3,1394.4411243065954,Cairo,2024-06-02 08:09:42.000000,8431.77,7,5812,CREDIT_CARD
228,2,963.705204132574,Tanta,2024-03-31 23:48:43.000000,8251.98,7,5941,DEBIT
229,4,111.92929785424104,Aswan,2024-08-02 07:39:48.000000,3056.81,18,5941,CREDIT_CARD
230,0,944.9736313314456,Tanta,2024-07-19 01:21:53.000000,4164.58,8,5812,CREDIT_CARD
231,4,1577.3613138096848,Alexandria,2024-03-27 10:09:30.000000,1092.54,5,5812,DEBIT
232,3,263.5328345496891,Mansoura,2024-10-30 21:18:16.000000,4995.37,5,5912,DEBIT
233,4,1103.9916106705366,Aswan,2024-11-17 03:50:02.000000,1955.91,7,5941,DEBIT
234,3,1020.250373221562,Cairo,2024-10-13 11:08:24.000000,6008.5,10,5999,DEBIT
235,4,1184.1044223120011,Aswan,2024-12-07 19:41:09.000000,6365.73,13,5411,DEBIT
236,3,346.4844770288802,Fayoum,2024-06-09 05:52:21.000000,8525.06,11,5912,DEBIT
237,4,862.1871926730856,Cairo,2024-03-11 23:53:33.000000,3170.53,0,5411,DEBIT
238,0,1512.3765117667558,Luxor,2024-09-07 04:44:42.000000,9241.18,20,5999,DEBIT
239,1,27.440877867568265,Aswan,2024-06-15 18:13:55.000000,2421.13,2,5941,CREDIT_CARD
240,2,306.5727763185646,Mansoura,2024-09-28 10:45:22.000000,1771.61,23,5912,DEBIT
241,1,1133.4374500003246,Tanta,2024-11-02 10:05:39.000000,2564.18,11,5941,DEBIT
242,2,1150.4069941217458,Luxor,2024-11-17 20:37:10.000000,2234.44,13,5812,CREDIT_CARD
243,0,937.046167907051,Alexandria,2024-02-22 16:39:05.000000,7303.58,17,5912,DEBIT
244,3,501.723746329497,Giza,2024-01-11 06:40:45.000000,9056.56,18,5999,CREDIT_CARD
245,1,756.1312947692064,Aswan,2024-10-02 23:42:29.000000,3456.08,15,5411,CREDIT_CARD
246,3,272.0690873094956,Luxor,2024-03-12 21:15:04.000000,3902.48,15,5411,DEBIT
247,0,2212.74706497651,Cairo,2024-03-22 13:12:10.000000,7596.45,23,5411,CREDIT_CARD
248,3,653.9171433799037,Alexandria,2024-04-02 00:53:41.000000,7007.24,12,5812,CREDIT_CARD
249,1,1848.5755369160888,Tanta,2024-08-22 14:27:27.000000,9332.09,7,5812,CREDIT_CARD
250,0,1415.695507737766,Giza,2024-08-21 22:06:54.000000,3645.06,1,5411,CREDIT_CARD
251,0,453.2974879584312,Giza,2024-01-24 16:13:49.000000,1792.37,8,5941,DEBIT
252,2,2239.9830076574926,Giza,2024-06-15 15:27:38.000000,9020.05,3,5812,CREDIT_CARD
253,1,1091.1608935641325,Aswan,2024-02-01 13:14:10.000000,3245.55,11,5411,DEBIT
254,0,1902.4107390215088,Giza,2024-08-12 13:09:00.000000,4320.47,17,5941,CREDIT_CARD
255,2,546.3970922988719,Giza,2024-01-15 10:42:15.000000,3360.57,16,5411,CREDIT_CARD
256,3,340.4342024968849,Fayoum,2024-04-06 20:49:26.000000,3349.84,13,5812,CREDIT_CARD
257,2,204.5435051380554,Tanta,2024-06-07 14:32:04.000000,5259.15,5,5941,CREDIT_CARD
258,4,699.3887543950201,Giza,2024-12-16 16:39:07.000000,4178.68,12,5411,DEBIT
259,4,1520.0730199089526,Fayoum,2024-09-24 07:52:06.000000,4879.0,20,5999,DEBIT
260,1,171.01822834065504,Luxor,2024-01-23 06:34:54.000000,4835.41,21,5999,CREDIT_CARD
261,0,805.8138751953177,Tanta,2024-10-17 13:55:27.000000,8935.46,3,5941,CREDIT_CARD
262,1,420.49952917577446,Luxor,2024-08-18 04:08:59.000000,4619.59,21,5812,DEBIT
263,2,1387.2034144043928,Luxor,2024-11-16 23:20:38.000000,6181.61,1,5411,CREDIT_CARD
264,3,580.3369761716147,Tanta,2024-01-31 06:10:46.000000,4500.33,10,5411,CREDIT_CARD
265,0,878.2066025249793,Fayoum,2024-11-01 18:10:26.000000,5069.22,5,5812,CREDIT_CARD
266,0,1637.6272242623688,Tanta,2024-05-27 23:59:55.000000,9846.84,18,5812,DEBIT
267,4,312.42156712726114,Fayoum,2024-04-07 09:05:36.000000,2931.36,3,5812,DEBIT
268,0,1799.683973002471,Aswan,2024-08-07 08:56:40.000000,6303.61,18,5812,DEBIT
269,4,1479.3932911663826,Mansoura,2024-07-07 06:00:37.000000,1121.74,16,5411,CREDIT_CARD
270,2,1683.948502044699,Tanta,2024-05-23 03:12:26.000000,4125.21,22,5411,CREDIT_CARD
271,0,21.53263868870559,Giza,2024-03-23 20:19:05.000000,2371.45,22,5941,DEBIT
272,1,574.4492110580869,Luxor,2024-06-04 13:28:15.000000,5180.58,10,5999,DEBIT
273,4,941.9681384179923,Alexandria,2024-12-12 22:15:41.000000,9578.25,1,5941,DEBIT
274,2,720.377231810757,Luxor,2024-04-22 15:02:45.000000,4809.43,10,5912,DEBIT
